video,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target,Data,target_p001,target_p002,target_p003,target_p001_10,target_p002_10,target_p003_10
HVC3638,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.017857142857142856,0.10714285714285714,0.0,0.0,0.0,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.03571428571428571,0.0,0.0,0.0,0.23214285714285715,0.07142857142857142,0.0,0.0,0.017857142857142856,0.03571428571428571,0.0,0.017857142857142856,0.0,0.0,0.0,0.03571428571428571,0.08928571428571429,0,TRAIN,Other,Other,Other,0,0,0
HVC2256,0.0,0.03333333333333333,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.022222222222222227,0.12222222222222222,0.011111111111111113,0.3111111111111111,0.011111111111111113,0.0,0.022222222222222227,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.07777777777777778,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.17777777777777778,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC4937,0.0,0.07777777777777778,0.07777777777777778,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.12222222222222222,0.06666666666666668,0.0,0.0,0.04444444444444445,0.0,0.011111111111111113,0.07777777777777778,0.1,0.011111111111111113,0.0,0.011111111111111113,0.0,0.022222222222222227,0.0,0.0,0.011111111111111113,0.011111111111111113,0.12222222222222222,UNK,TEST,Other,Other,Other,0,0,0
HVC1556,0.0,0.04166666666666666,0.04166666666666666,0.0,0.0,0.0,0.0,0.04166666666666666,0.16666666666666666,0.0,0.0,0.0,0.04166666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.04166666666666666,0.04166666666666666,0.0,0.0,0.0,0.125,0.0,0.08333333333333333,0.0,0.0,0.0,0.04166666666666666,0.04166666666666666,0.0,0.0,0.08333333333333333,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC2735,0.0,0.011111111111111113,0.06666666666666668,0.03333333333333333,0.0,0.0,0.0,0.08888888888888889,0.03333333333333333,0.0,0.0,0.0,0.0,0.011111111111111113,0.022222222222222227,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.011111111111111113,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.03333333333333333,0.05555555555555555,0.06666666666666668,0.011111111111111113,0.06666666666666668,0.0,0.0,0.08888888888888889,0.06666666666666668,0.05555555555555555,0.0,0.0,0.0,0.04444444444444445,0.0,0.0,0.04444444444444445,0.011111111111111113,0.04444444444444445,UNK,TEST,Other,Other,Other,0,0,0
HVC5476,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.0,0.04444444444444445,0.07777777777777778,0.03333333333333333,0.011111111111111113,0.05555555555555555,0.0,0.0,0.03333333333333333,0.04444444444444445,0.011111111111111113,0.022222222222222227,0.011111111111111113,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.022222222222222227,0.24444444444444444,UNK,TEST,Other,Other,Other,0,0,0
HVC3305,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.011111111111111113,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC2293,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.17777777777777778,0.0,0.0,0.022222222222222227,0.0,0.011111111111111113,0.08888888888888889,0.0,0.0,0.0,0.0,0.03333333333333333,0.022222222222222227,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.06666666666666668,0.011111111111111113,0.04444444444444445,0.0,0.03333333333333333,0.0,0.0,0.04444444444444445,0.0,0.07777777777777778,0.0,0.05555555555555555,0.0,0.0,0.011111111111111113,0.05555555555555555,0.07777777777777778,UNK,TEST,Other,Other,Other,0,0,0
HVC4557,0.0,0.022222222222222227,0.022222222222222227,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.011111111111111113,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.04444444444444445,0.022222222222222227,0.011111111111111113,0.0,0.03333333333333333,0.08888888888888889,0.13333333333333333,0.06666666666666668,0.0,0.04444444444444445,0.011111111111111113,0.04444444444444445,0.0,0.0,0.05555555555555555,0.011111111111111113,0.04444444444444445,0,TRAIN,Other,Other,Other,0,0,0
HVC1221,0.0,0.054054054054054064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027032,0.0,0.027027027027027032,0.0,0.0,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.054054054054054064,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027032,0.0,0.0,0.0,0.027027027027027032,0.0,0.2432432432432433,0.0,0.0,0.0,0.16216216216216214,0.08108108108108109,0.0,0.027027027027027032,0.0,0.0,0.0,0.08108108108108109,0.0,P001,TRAIN,P001,Other,Other,1,0,0
HVC5933,0.0,0.0,0.13333333333333333,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.0,0.03333333333333333,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.0,0.0,0.03333333333333333,0.011111111111111113,0.0,0.0,0.022222222222222227,0.08888888888888889,0.011111111111111113,0.022222222222222227,0.04444444444444445,0.0,0.14444444444444446,0.04444444444444445,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.17777777777777778,0,TRAIN,Other,Other,Other,0,0,0
HVC2532,0.0,0.05882352941176471,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC6101,0.0,0.07142857142857142,0.023809523809523808,0.011904761904761904,0.0,0.0,0.0,0.047619047619047616,0.011904761904761904,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.07142857142857142,0.047619047619047616,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.0,0.10714285714285714,0.0,0.07142857142857142,0.0,0.0,0.023809523809523808,0.0,0.0,0.011904761904761904,0.0,0.17857142857142858,0,TRAIN,Other,Other,Other,0,0,0
HVC4464,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.22535211267605634,0.0,0.0,0.0,0.028169014084507043,0.014084507042253518,0.014084507042253518,0.0,0.0,0.014084507042253518,0.056338028169014086,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.014084507042253518,0.08450704225352113,0.014084507042253518,0.0,0.0,0.0,0.014084507042253518,0.014084507042253518,0.014084507042253518,0.0,0.0,0.04225352112676056,0.056338028169014086,0.014084507042253518,0.07042253521126761,0.014084507042253518,0.07042253521126761,0.0,0.0,0.0,0.0,0.04225352112676056,0.11267605633802814,0.014084507042253518,UNK,TEST,Other,Other,Other,0,0,0
HVC4631,0.0,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.04444444444444445,0.022222222222222227,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.04444444444444445,0.12222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.04444444444444445,0.022222222222222227,0.011111111111111113,0.0,0.0,0.07777777777777778,0.1,0.05555555555555555,0.05555555555555555,0.022222222222222227,0.03333333333333333,0.0,0.07777777777777778,0.011111111111111113,0.0,0.0,0.011111111111111113,0.1111111111111111,0,VALID,Other,Other,Other,0,0,0
HVC3219,0.0,0.022222222222222227,0.022222222222222227,0.011111111111111113,0.0,0.0,0.03333333333333333,0.011111111111111113,0.1,0.0,0.0,0.0,0.011111111111111113,0.0,0.04444444444444445,0.0,0.011111111111111113,0.0,0.022222222222222227,0.0,0.06666666666666668,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.07777777777777778,0.0,0.0,0.0,0.15555555555555556,0.13333333333333333,0.011111111111111113,0.0,0.0,0.022222222222222227,0.06666666666666668,0.04444444444444445,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.0,0.011111111111111113,0.0,0.022222222222222227,0.022222222222222227,0.011111111111111113,0,TRAIN,Other,Other,Other,0,0,0
HVC2657,0.0,0.022222222222222227,0.0,0.03333333333333333,0.0,0.0,0.011111111111111113,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.011111111111111113,0.04444444444444445,0.011111111111111113,0.06666666666666668,0.0,0.0,0.011111111111111113,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.011111111111111113,0.05555555555555555,0.011111111111111113,0.0,0.1111111111111111,0.0,0.0,0.022222222222222227,0.011111111111111113,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC2365,0.0,0.022222222222222227,0.06666666666666668,0.04444444444444445,0.0,0.0,0.0,0.06666666666666668,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.022222222222222227,0.07777777777777778,0.03333333333333333,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666668,0.0,0.011111111111111113,0.0,0.03333333333333333,0.1,0.022222222222222227,0.08888888888888889,0.0,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.04444444444444445,0.022222222222222227,0,TRAIN,Other,Other,Other,0,0,0
HVC1934,0.0,0.1153846153846154,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.1153846153846154,0.0,0.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC5119,0.0,0.022222222222222227,0.06666666666666668,0.011111111111111113,0.0,0.0,0.022222222222222227,0.022222222222222227,0.1,0.0,0.0,0.0,0.011111111111111113,0.0,0.03333333333333333,0.05555555555555555,0.0,0.022222222222222227,0.05555555555555555,0.0,0.03333333333333333,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.05555555555555555,0.011111111111111113,0.0,0.03333333333333333,0.011111111111111113,0.0,0.04444444444444445,0.022222222222222227,0.011111111111111113,0.07777777777777778,0.022222222222222227,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.0,0.03333333333333333,0.06666666666666668,UNK,TEST,Other,Other,Other,0,0,0
HVC961,0.0,0.0,0.03333333333333333,0.04444444444444445,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.04444444444444445,0.0,0.13333333333333333,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.011111111111111113,0.08888888888888889,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.2888888888888889,0.0,0.0,0.03333333333333333,0.13333333333333333,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC3095,0.0,0.03333333333333333,0.08888888888888889,0.022222222222222227,0.0,0.0,0.03333333333333333,0.0,0.06666666666666668,0.0,0.0,0.0,0.011111111111111113,0.0,0.011111111111111113,0.011111111111111113,0.0,0.022222222222222227,0.0,0.0,0.06666666666666668,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.07777777777777778,0.0,0.022222222222222227,0.0,0.03333333333333333,0.08888888888888889,0.06666666666666668,0.07777777777777778,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.0,0.03333333333333333,0.011111111111111113,0.05555555555555555,UNK,TEST,Other,Other,Other,0,0,0
HVC2815,0.0,0.0,0.9111111111111112,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P001,TRAIN,P001,Other,Other,1,0,0
HVC4780,0.0,0.1,0.04444444444444445,0.0,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.011111111111111113,0.08888888888888889,0.0,0.011111111111111113,0.04444444444444445,0.0,0.13333333333333333,0.0,0.0,0.04444444444444445,0.022222222222222227,0.0,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.022222222222222227,0.0,0.022222222222222227,0.03333333333333333,0.06666666666666668,0.022222222222222227,0.0,0.011111111111111113,0.011111111111111113,0.0,0.04444444444444445,0.022222222222222227,0.022222222222222227,UNK,TEST,Other,Other,Other,0,0,0
HVC5515,0.0,0.04444444444444445,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.1,0.05555555555555555,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.03333333333333333,0.07777777777777778,0.05555555555555555,0.0,0.04444444444444445,0.0,0.022222222222222227,0.08888888888888889,0.12222222222222222,0.06666666666666668,0.0,0.0,0.0,0.1,0.0,0.0,0.03333333333333333,0.022222222222222227,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC4985,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC1615,0.0,0.14035087719298245,0.017543859649122806,0.03508771929824561,0.0,0.0,0.0,0.0,0.14035087719298245,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.03508771929824561,0.017543859649122806,0.0,0.0,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.0,0.0,0.17543859649122806,0.05263157894736842,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.03508771929824561,0.0,0.0,0.0,0.10526315789473684,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC3327,0.0,0.031746031746031744,0.0,0.07936507936507936,0.0,0.0,0.0,0.031746031746031744,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.09523809523809523,0.0,0.0,0.1111111111111111,0.0,0.07936507936507936,0.0,0.0,0.047619047619047616,0.015873015873015872,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.031746031746031744,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.0,0.015873015873015872,0.0,0.031746031746031744,0.015873015873015872,0.09523809523809523,0.047619047619047616,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.031746031746031744,0.015873015873015872,0,TRAIN,Other,Other,Other,0,0,0
HVC2587,0.0,0.06666666666666668,0.022222222222222227,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.03333333333333333,0.04444444444444445,0.0,0.011111111111111113,0.04444444444444445,0.0,0.0,0.0,0.0,0.06666666666666668,0.022222222222222227,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.04444444444444445,0.05555555555555555,0.011111111111111113,0.022222222222222227,0.03333333333333333,0.0,0.04444444444444445,0.04444444444444445,0.03333333333333333,0.05555555555555555,0.022222222222222227,0.04444444444444445,0.0,0.011111111111111113,0.0,0.0,0.08888888888888889,0.04444444444444445,0.06666666666666668,UNK,TEST,Other,Other,Other,0,0,0
HVC4970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0,TRAIN,Other,Other,Other,0,0,0
HVC2408,0.0,0.03333333333333333,0.2333333333333333,0.0,0.0,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0.0,0.0,0.011111111111111113,0.0,0.03333333333333333,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.08888888888888889,0.0,0.0,0.011111111111111113,0.022222222222222227,0.0,0.011111111111111113,0.05555555555555555,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.04444444444444445,0.04444444444444445,0.022222222222222227,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.0,0.06666666666666668,0.022222222222222227,0.0,0.03333333333333333,0.022222222222222227,0.03333333333333333,0,VALID,Other,Other,Other,0,0,0
HVC4639,0.0,0.06666666666666668,0.0,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.04444444444444445,0.011111111111111113,0.022222222222222227,0.0,0.011111111111111113,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444444444444445,0.0,0.011111111111111113,0.0,0.011111111111111113,0.0,0.05555555555555555,0.022222222222222227,0.08888888888888889,0.0,0.17777777777777778,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC2821,0.0,0.03333333333333333,0.07777777777777778,0.022222222222222227,0.0,0.0,0.0,0.022222222222222227,0.07777777777777778,0.0,0.0,0.0,0.011111111111111113,0.0,0.1,0.022222222222222227,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.06666666666666668,0.05555555555555555,0.011111111111111113,0.011111111111111113,0.0,0.03333333333333333,0.05555555555555555,0.04444444444444445,0.06666666666666668,0.011111111111111113,0.04444444444444445,0.0,0.011111111111111113,0.0,0.0,0.022222222222222227,0.022222222222222227,0.1,P001,VALID,P001,Other,Other,1,0,0
HVC3556,0.0,0.07246376811594203,0.05797101449275361,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.014492753623188406,0.028985507246376805,0.028985507246376805,0.043478260869565216,0.0,0.028985507246376805,0.014492753623188406,0.0,0.0,0.0,0.0,0.05797101449275361,0.0,0.0,0.0,0.05797101449275361,0.0,0.0,0.0,0.043478260869565216,0.0,0.028985507246376805,0.0,0.028985507246376805,0.0,0.028985507246376805,0.11594202898550725,0.07246376811594203,0.043478260869565216,0.014492753623188406,0.043478260869565216,0.0,0.014492753623188406,0.014492753623188406,0.0,0.014492753623188406,0.05797101449275361,0.05797101449275361,UNK,TEST,Other,Other,Other,0,0,0
HVC3295,0.0,0.0,0.05882352941176471,0.014705882352941175,0.0,0.0,0.0,0.014705882352941175,0.029411764705882356,0.0,0.0,0.0,0.014705882352941175,0.014705882352941175,0.0,0.029411764705882356,0.0,0.0,0.16176470588235295,0.0,0.0,0.0,0.0,0.014705882352941175,0.1323529411764706,0.0,0.014705882352941175,0.0,0.0,0.0,0.0,0.04411764705882353,0.0,0.0,0.029411764705882356,0.014705882352941175,0.0,0.1323529411764706,0.0,0.029411764705882356,0.029411764705882356,0.029411764705882356,0.014705882352941175,0.0,0.029411764705882356,0.014705882352941175,0.0,0.029411764705882356,0.04411764705882353,0.05882352941176471,UNK,TEST,Other,Other,Other,0,0,0
HVC5301,0.0,0.04444444444444445,0.1,0.022222222222222227,0.0,0.0,0.0,0.0,0.24444444444444444,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.03333333333333333,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.0,0.0,0.0,0.1111111111111111,0.022222222222222227,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.06666666666666668,0.022222222222222227,0.011111111111111113,0.06666666666666668,0.0,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,UNK,TEST,Other,Other,Other,0,0,0
HVC3990,0.0,0.022222222222222227,0.0,0.03333333333333333,0.0,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0.43333333333333335,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.04444444444444445,0.0,0.0,0.011111111111111113,0.022222222222222227,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC3013,0.0,0.022222222222222227,0.2,0.05555555555555555,0.0,0.0,0.0,0.03333333333333333,0.06666666666666668,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.05555555555555555,0.011111111111111113,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.0,0.03333333333333333,0.08888888888888889,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.0,0.14444444444444446,0.022222222222222227,0.05555555555555555,0.022222222222222227,0.011111111111111113,0.0,0.0,0.011111111111111113,0.0,0.022222222222222227,0.03333333333333333,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC1854,0.0,0.07777777777777778,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0.0,0.0,0.022222222222222227,0.011111111111111113,0.022222222222222227,0.04444444444444445,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.0,0.04444444444444445,0.07777777777777778,0.011111111111111113,0.05555555555555555,0.0,0.0,0.03333333333333333,0.08888888888888889,0.07777777777777778,0.0,0.022222222222222227,0.0,0.022222222222222227,0.0,0.0,0.07777777777777778,0.06666666666666668,0.011111111111111113,UNK,TEST,Other,Other,Other,0,0,0
HVC3936,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.1956521739130435,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC1417,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,UNK,TEST,Other,Other,Other,0,0,0
